uniqueID,drugName,condition,review,rating,date,usefulCount
159191,TriNessa,Birth Control,"""I took trinessa for 3 month and it was driving me crazy. This was my first time ever taking birth control and my experience was awful! My mood swings was very bad, I had slight depression, emotional problems, I just got married and I didn&#039;t want my husband to touch me, and vaginal discharge all the time is was grossing me out! No weight gain and my period was on point! But I will never ever go back to this again!""",positive,26-Apr-15,6
208239,Oseltamivir,Influenza,"""Started Tamiflu within 36 hours of symptoms and felt so much better within 48 hours. My symptoms originally didn&#039;t include nausea and that didn&#039;t change after starting Tamiflu, although I did take the pills with a little in my stomach.  I&#039;d take it again.""",positive,31-Mar-17,0
102870,Aripiprazole,Depression,"""I gained weight very quickly while taking this.""",negative,12-Mar-11,26
163039,Decadron,Dermatitis Herpetiformis,"""Great works at almost every type of itching""",positive,14-Sep-14,3
196098,Nicotrol Inhaler,Smoking Cessation,"""Let me first say that I really enjoyed smoking! I smoked a pack a day from the time I was 16 yrs old to age 41. Never thought I could or would EVER stop smoking. Until I experienced cramping in my &quot; right&quot; arm, felt like a constant charlie horse. Decided I did not want to have a stroke at age 41. It only took about 2 1/2 months to never want to light up again. Using this nic. inhaler....I did it! So wonderful not to be controlled by an addiction! Please give this a try...to stay on earth a bit longer for your loved ones!
Blessed in Maine! You CAN do it!""",positive,28-Dec-16,22
176135,Levlen,Endometriosis,"""I was first given this birth control when I lived in the UK (under the name of Microgynon 30) for my severe Endometriosis. I take a pill every night and do not take any inactive pills for the week you usually have your period. Since I take Levlen everynight, I have stopped my period and no longer have one. Bliss! I have no more Endo pain or any associated side effects. Even though I have been thrown into &quot;medically controlled menopause&quot;, I have no menopausal symptoms such as hot flashes, vaginal dryness and so on. For the first two months I had break through bleeding, but now going on 2 years I have none. I have had a wonderful experience with this birth control and it has completely made my Endometriosis symptoms disappear.""",positive,13-Dec-10,25
44567,Asacol,Ulcerative Colitis,"""I was diagnosed 6 months ago with Colitis. I started taking Asacol 400mg 3x a day. I felt great immediately after the 3rd pill. No diarrhea for 2 whole days! Last night my stomach started that weird rumbling noise. About an hour later, I had a severe headache! One of the worst I have ever had! I was on my 10th pill. One of the side effects of this medication. Be careful, always call your Dr. if you have any side effects with this medication. I stopped taking this medicine, did not work for me.""",negative,19-Jan-13,9
101415,Viorele,Birth Control,"""Worst birth control ever, make me sick, I have headaches since the day 1, mood swings, anxious , was feeling terrible, so I found out that a lot of people taking this birth control are having the same conditions, so I stoped, the next day my headache was gone.""",negative,18-Oct-16,3
106247,Oxymetazoline,Nasal Congestion,"""This childproof cap is not operable, I followed your instructions and wound up cutting the dam cap off. The good news for you is a child won&#039;t ingest your product and you won&#039;t get sued. The bad news is a pissed off adult might cut their hand with a knife and switch products. Good job product safety !!!""",positive,25-Aug-16,8
223784,Depakote ER,Bipolar Disorde,"""Very smooth mood stabilizer, no side effects. I take 1200 mg/d.""",positive,30-Jun-15,14
48736,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;m 6 weeks into this pill. I have PMDD and treat it with other Medication but it makes me sad and depressed even with the other medication. The anxiety is through the roof.  This pill makes me so tired. I also have horrible night sweats every night. I also can&#039;t sleep. The insomnia is awful. Headaches everyday. I have spent the last month trying to figure out what my deal was and its this awful pill. I thought I may of had another condition. The idea of 4 periods a year is amazing but this pill just isn&#039;t worth it. I am stopping this pill ASAP and hoping that everything returns to normal in a few days. Oh and the fact that I have completely lost my sex drive! Yeah that sucks too. I just want to sleep and not sweat at night.""",negative,22-Mar-17,1
169255,Acetazolamide,Pseudotumor Cerebri,"""Effective, but not without side effects. The first month was pretty bad - my hands, feet, and legs were falling asleep and I experienced painful tingling and cramps. My joints also had problems, and I had to wear a brace on my knee for a little while. I was more lethargic. Anything carbonated tasted awful. I couldn&#039;t drink caffeine or my whole body would feel weird and tingly. I also had to pee a lot during the first few weeks and was quite thirsty.

Over time, most of the side effects went away, and my pressure went down. My vision problems completely went away. However, a new side effect appeared after about two years - tinnitus. It is definitely being caused by the medicine, because I&#039;ve found that skipping a dose makes it go away.""",positive,1-Feb-15,26
52563,Armour Thyroid,"Hypothyroidism, After Thyroid Removal","""I&#039;ve been on Armour thyroid for 4 months or so and I&#039;ve lost no weight and I&#039;m tired all the time, also gained weight. Having hot flashes and night sweats and I&#039;ve been feeling dizzy. My TSH is low along with my T3 and T4. It&#039;s time to switch medicines once again. I&#039;ve been on 2 other medicines and nothing is helping me I&#039;m so frustrated. I need some help, anyone know of a better medicine out there? """,negative,11-Oct-13,56
192032,Drospirenone / ethinyl estradiol,Acne,"""I use Yasmin 28 for both acne and birth control, and it has been a life-saver! My PCP put me on Tri-Lo Sprintec, and I broke out horribly before it got better. I had new whiteheads on my cheeks and other places I had never broken out before. Right when my skin started clearing up after a few months, my OBGYN put me on Yasmin and said since it was a monophasic pill, it would work better for my skin and needs. I haven&#039;t had a new zit in about 3 weeks. I also have not had any of the side effects other than moodiness, and I do get thirsty and have dry mouth after taking it, but those are minor compared to acne! I definitely recommend this.""",positive,17-Feb-17,10
74635,Wellbutrin SR,Depression,"""Hello All,

I initially got put on Wellbutrin for my anxiety and depression. I&#039;m taking the SR one once a day and I have been on it for less than a week. I have to say I have felt amazing. I am someone that is extremely active and I had always tried to be conscious of my diet, but I struggled with binge eating. I would eat healthy for 4 days and binge for 3. I&#039;d feel awful and start over EVERY monday. It was really getting out of hand honestly and contributing to my mental state. I am 24 years old, 5&#039;4 and my normal weight for my activity level was always 120. I got all the way up to 150 and could not understand why. In almost a week I&#039;ve lost 5lbs its just falling off me now. I feel happy again and in control of my emotions and eating.""",positive,30-Aug-16,85
193273,Cyclobenzaprine,Temporomandibular Joint Disorde,"""I was given this medicine when I woke up and my jaw was locked shut. I have TMJ issues and this was the second time it has happened. The first time I was given Robaxin and I had an allergic reaction. Regardless of the allergic reaction (hives) I feel like cyclonenzapine works way better than Robaxin. 45 min after taking it I was able to open my jaw and eat! I&#039;m not sure if it is helping with the pain because I am taking it with hydrocodone 5/300 but it is doing wonders allowing my jaw to open!!! Defiantly recommend this over Robaxin! Also, it makes me tired. Can&#039;t drive on it but I don&#039;t get so tired that I have to sleep. I can still get stuff done but I wouldn&#039;t risk driving!!! Zero side effects besides drowsiness A++""",positive,8-Mar-16,17
71766,Tramadol,ibromyalgia,"""2017 marks my 21st year on Ultram.  Initially it was prescribed for migraines. I was later diagnosed with fibromyalgia, and continued on Ultram, as it eased the stiffness and difficulty of movement.  Soon enough I needed more than prescribed.  My doctor  took it away for 8 horrific months.  Withdrawal never let up. Weakness, crying, vomiting, MDD.  I used those 8 months for research, eventually coming up with proof that Ultram was the drug of choice for FMS. My doctor gave it back in a lower dose, and a different medication to control withdrawal. Next step was bloodwork in a genetics lab. I metabolize Ultram 4x faster than average. Now I&#039;m over 50, using Ultram as a mood stabilizer.  It can be psychologically addictive;  caveat emptor!""",positive,12-Jan-17,19
62892,Fortesta,"Hypogonadism, Male","""I am 25 years old married and since my daughter was born 2 years ago I&#039;ve slowly been feeling less like myself. Most recently I&#039;ve been irritable, low sex drive with Erectile Dysfunction and more emotional about things that used to not bother me. So I went to my doctor and low and behold was diagnosed with low testosterone. He prescribed me Fortesta. To be honest I was pretty skeptical. I figured it would take a week or 2 to feel anything. But I was really surprised at how quick I felt a difference. Granted I&#039;m only on day two but I can definitely feel a difference in my mood and my gym time was more fulfilling than usual. I haven&#039;t tested it out in the bedroom yet but my sex drive has also been better than usual. I&#039;m really looking forward to the weeks to come.""",positive,7-Aug-13,35
226970,Etonogestrel,Birth Control,"""I&#039;ve had my nexplanon for over a year now, it&#039;s very effective against not getting pregnant and that&#039;s the best part only. I have 2 periods a month, one light one heavy. I randomly bleed as well as cramp horribly before I start. I&#039;ve had headaches, nausea, hives, nasal sinus issues, depression, mood swings, weight gain, loss of appetite, peeling skin on my face, dandruff, rash on my arm, constantly itching, loss of sex drive, tiredness and the list continues. """,negative,30-Sep-14,35
96786,Silvadene,"Burns, External","""AH-mazing! I used this as a little girl for a muffler burn (2nd and 3rd degree). It healed without even leaving a scar. I am using it now for burns suffered from falling into an outdoor propane heater; 2nd degree burns on my back and forearm. I am praying for the same amazing results! This medication is a God send.""",positive,23-Feb-13,45
167564,Levonorgestrel,Emergency Contraception,"""I had unprotected sex on Friday and bought and took the pill on Sunday. I finally started my period 7 days later but prior to starting my period, my appetite increased like crazy! Hope this helps""",positive,14-Feb-16,5
205226,Acetaminophen / aspirin / caffeine,Migraine,"""I don&#039;t normally get headaches in general but when I do, they&#039;re horrible. I took an Excedrin after I developed I really bad headache upon getting off work for the day. My headache was gone in about 30 minutes tops. However, the side effects of this pill outweighed how fast it fixed my headache. I took the pill in the car on the way home and by the time I reached my home in 15 minutes I began feeling woozy. I started to feel light headed and felt this weird feeling in my stomach. I assumed it was because I was hungry but after forcing myself to eat food it only made things worse. I felt so bad that I just laid down early for the night so that when I woke up the feeling would most likely be gone. Nope! I woke up &amp; vomitted shortly.""",negative,18-Aug-16,1
164028,Fluorouracil,Actinic Keratosis,"""Definitely identified and treated multiple pre cancerous lesions on my face. Down side was a cold sore at corner of mouth and extremely irritated and burning lower lip even though medicine was never applied to mouth area""",positive,4-Feb-16,21
174321,Tri-Lo-Sprintec,Birth Control,"""I am almost done w/ my 1st pack, which is a new formulation that came out late last year. I did take FE microgestin 1/20 a few years ago &amp; stopped because that made me lose my libido, gain weight, and just feel dead inside. I decided to give it a shot again &amp; was given this as a generic alternative I like this better than microgestin, but I have been feeling extremely tired and unmotivated, experienced minor spotting during the 3rd week of hormone pills, and my vision becomes blurry from time to time. Not sure if the blurry vision is normal, but I hope that these symptoms subside after my body gets more used to it. Will leave another review in a few months.""",positive,12-Mar-16,3
160442,Buspirone,Anxiety,"""It&#039;s ok.  Take 5mg twice a day and although it helped with my anxiety and depression, it&#039;s given me bad side effects like nausea and diarrhea. 
I&#039;ve had diarrhea for a week now and I&#039;ve been going about 3-4 times every day.  
I don&#039;t know if I&#039;ll stay on it but I certainly can&#039;t live in the bathroom either. I&#039;m out of options for anxiety medication. 
These side effects are awful especially if you have a very active job like I do &amp; work in a factory. It&#039;s not fun.""",negative,7-Mar-16,13
145409,Zithromax,Bronchitis,"""Zithromax works.  I see a lot of websites stating that bronchitis is usually caused by a virus.  The fact is, that although the triggering mechanism that brought on the bronchitis may be a virus, a secondary infection of bacteria is common. My entire family had bronchitis for several weeks.  Zithromax will get rid of it in most cases.  Don&#039;t believe the nonsense that you don&#039;t need antibiotics- after a couple of weeks of this, go get some Zithromax.  It works!""",positive,30-Jan-12,120
83250,Paxil,Depression,"""I have taken Paxil for about 6 months. I have not had any weight gain as I had previously with other medications.  I feel emotionally much more stable and the side effects have been minimal.  I still feel tired occasionally and have some trouble with my short term-memory but my overall quality of life seems to be better and although I still feel mildly blue at times the feeling is not as intense and doesn&#039;t linger for weeks.

Happy with the medicine.""",positive,7-Apr-10,27
151743,Chantix,Smoking Cessation,"""I started Chantix on 4-17-2014 and since 4-27-14 I have not smoked a cigarette in 5 whole days! Not even a drag. I feel like I have no desire to smoke but there are times where I do crave one and think to myself, I went this long without one or a drag so why ruin it, then I forget about it. I do miss smoking but its better for the long run. I am about to turn 27 and have been smoking for 15yrs. I did experience some constipation and a few times felt nauseous but as long as you eat before and definitely drink as much water as you can. I was hesitant on taking this medication because of the side effects, especially the dreams. I have not had any terrible dreams, I have been dreaming more but I enjoy them, they are very vivid. I recommend Chantix.""",positive,1-May-14,58
133832,Restasis,Keratoconjunctivitis Sicca,"""I am a senior citizen who has been on Restasis for 5 yrs.  It is so expensive that using it puts me in the medicare donut hole.  The drug company, Allergan, is unwilling to give me assistance in the form of samples and my dr&#039;s office gave me two samples one time during the 5 yr. period and after that will not help.  I was refused two samples to get me through until Jan 1 when my new insurance year begins.  It costs $481.35 for a monthly supply so even though my copay is only $30, I am in the donut hole by August at the latest.  Allergan has a racket going on here at the expense of the patient. It&#039;s not affordable even though it&#039;s effective. Totally unfair, corrupt company.""",positive,19-Oct-16,39
101604,Methocarbamol,Opiate Withdrawal,"""I have seen this medication work extremely well for all but a few, usually those who struggle with the intense depression which can be brought on by withdrawals. However although immodium is an excellent diarrhea reliever, be careful of how much, how often, and for how long of an extended period of time you use this drug. It is one of the least known (and yes, safest) opioids, but it IS an opioid still, and as such, while it generally does not penetrate the blood brain barrier, does a host of work with the receptors in your gut. At the end of the day, one thing is clear: this drug too, can cause significant withdrawals if used for too long an extended period of time.""",positive,9-Jan-17,23
59169,Estring,Atrophic Vaginitis,"""I had a hysterectomy @ 22 so my Dr. prescribed this over a year ago. I&#039;m not as dry but still pain from the thinning of the walls. Hopefully after a longer time this will get better.""",positive,15-Sep-17,2
128135,Phentermine,Weight Loss,"""I started Phentermine end of October of 2015 and ran on my treadmill 2x a day. I got hurt and wasn&#039;t able to workout for about 2 months. It is now May 2016 and I only take Phentermine every other day and I lift weights 2x a day and I have went from 227lbs. Xl shirts, and a size 18/20 in pants to now 166lbs. Medium shirts, and a size 10 in pants. I only drink water unless we go to the movies I&#039;ll share a sprite with my daughter. Drink smooties and eat a nutri grain bar for breakfast. Skip lunch and eat dinner with my kids before 6 most of the time. I LOVE IT!! I&#039;m also on a anti depressant that makes me gain weight so I&#039;m doing pretty good at keeping it off and losing more.""",positive,11-May-16,34
172733,Clonazepam,Anxiety,"""I took Klonopin daily for about a year due to a bout with anxiety and depression. I was put on an AD and added this after a few weeks as the AD was not helping my anxiety or depression. I took 0.25-0.5mg twice per day most of the time and had to change my AD twice over the first several months to get on the right one. Klonopin helped me alot during this time. I finally went back to Pristiq which had worked several years prior for me and after a few months was back to myself and with my Dr&#039;s OK I weaned off of the Klonopin and have been of it completely for almost two months now. I was terrified to stop it since I heard so many horror stories of benzo withdraw but I had no withdraw just as my Dr. had thought. Good luck!""",positive,29-Apr-15,63
110721,Duragesic,Pain,"""my husband was taking over 10 hydrocodoine pills a day for his back pain until he found a dr. that finally helped him and has got him on duragesic 75 patches he has done so much better with his pain that we get along so much better .the only time he is having some pain now is when it is almost time for his patch to be changed to a new one.""",positive,5-Mar-08,129
23176,Methadone,Chronic Pain,"""Degenerative Disc Disease-Lower Back and other age/arthritis related pain: Was on Vicodin (hydrocodone and acetaminophen) for 5 years, which helped some. Then on to Oxycodone for several months, which helped a little more but had side effects of nausea, stomach upset (acid reflux), difficulty thinking (euphoria), and quick tolerance and dependence. Now, after 3 full months of methadone, 10mg tablet three times per day orally; my pain is well managed, no problems with thinking (no &#039;high&#039;), no nausea, or stomach upset. Tolerance has been small. Methadone is a powerful opiate analgesic and I did build up a strong dependency (WD&#039;s after a day or two of reduced (50%) dosing), but no interdose WD&#039;s with normal dosing. DANGER! OD will kill!""",positive,23-Sep-15,44
61289,Xyzal,Allergic Rhinitis,"""It works.""",positive,22-Nov-08,12
28503,Lexapro,Depression,"""It gave me a great feeling after two hours, but I had chest and kidneys pain, dry eyes upset stomach. Therefore, I stopped it.""",negative,16-Mar-13,28
28219,Lexapro,Anxiety,"""Made my anxiety even worse, was unable to make it past a couple weeks.""",negative,10-Apr-15,16
150209,Mucinex D,Cough and Nasal Congestion,"""Works great on my sinus pressure/cold, now I can breathe no more stuff up nose or runny nose.  Had no problem sleeping but it did give me a severe headache--so now trying half the recommended dose, got immediate relief just waiting to see if it will still give me a headache.""",positive,20-Feb-13,10
205535,Pristiq,Depression,"""I have been on many medication for depression with associated panic attacks.  Nothing has worked but since my doctor prescribed me Pristiq CR 50 mg and I can now officially say it&#039;s changed my life! I&#039;m a survivor of many tragic events and feel like I&#039;m not a victim anymore.  I do clench my teeth more often but so what this side effect is nothing to compare to my unwillingness to live!  Give it time, three months or more you&#039;ll feel better I promise!""",positive,17-Dec-12,73
160090,Rivaroxaban,Atrial Fibrillation,"""Drug works. Thins your blood out! Been on Xarelto for 1 year and quitting it. Have a loop monitor for 6 months and no AFib. One doctor says quit it one says stay on. Some score they use says I can quit so that&#039;s what I&#039;m going to do. First six months had some muscle pain but I blamed Lipitor. Started to get blurry vision so eye doctor said everything was fine. Now I&#039;m a year in. I have 2 large bruises on both legs and big toe just recently for really no apparent reason. Nose bleeds almost daily, muscle pain in bicep and upper back with heavy feeling in legs when walking. Shortness of breath comes out of nowhere and lasts less than an hour happens on occasion. Quit and so far muscle pain has subsided.""",positive,4-Nov-17,2
189174,Oxycodone,Chronic Pain,"""Very helpful for headaches which I suffer from daily.""",positive,12-Feb-17,8
134386,Prednisone,Pharyngitis,"""I went to the doctor Tuesday after feeling a sore throat Monday morning. Tuesday I woke up with white puss on my tonsils, couldn&#039;t swallow at all (felt like I was swallowing glass), and was going through hot and cold flashes and had to go to my doctor immediately. I tested negative for strep throat. I was put on amoxicillin for three days, and nothing worked. I went back on Friday, had a shot of prednisone as well as a prescription for it lasting 9 days along with Avelox. I woke up Saturday morning and felt 80 percent better. I am so glad that I had the chance to take this medicine and highly endorse it.""",positive,3-Sep-11,25
129418,Levonorgestrel,Birth Control,"""I have had two kids, don&#039;t know if that effects insertion pain but it was literally a pinch, like when they take blood from your finger tip, not as horrible as some people are leading on. I had very light cramping for a few days and my periods became sporadic for a few months. I don&#039;t get a period anymore, might spot for one day every few months. I have not had one single problem with it. Its effortless. I don&#039;t have to worry about taking anything, getting pregnant or my period for a solid 5 years. Its fantastic.""",positive,6-Aug-15,19
83305,Paxil,Anxiety and Stress,"""I&#039;ve been taking this for 6-7 years now (started at 20mg then to 40mg now back at 20mg) and I think its time for a change for me. It&#039;s stopped working for me in the past 1 year (my anxiety has come back). I also never liked the side effects, mainly: leg muscle spasms at night, easily electrically shocked, and drowsiness.""",negative,21-Sep-09,19
162461,Loratadine / pseudoephedrine,Nasal Congestion,"""This medicine is great. I was diagnosed with sinusitis and could not breath at all through my nose. After taking Claritin D what a difference. I could breath again and finally could get a good nights sleep. It does give me dry mouth so I just drink more water.""",positive,16-May-11,29
224819,Bupropion,Major Depressive Disorde,"""Tabitha57.... What brand of 150 SR did you take... Mylan,  sandoz or Brand name Wellbutrin?""",positive,16-Jan-17,0
148371,Mirena,Birth Control,"""I had hair loss and lack of appetite when I had Mirena.  I always felt sick.  When I got it out I had delayed return of fertility for 3.5 years.""",negative,6-Sep-17,0
97541,Voltaren Gel,Pain,"""I actually came on this site to read about Voltaren gel to see if its effects were supposed to be cumulative--if, that is, I was supposed to start getting relief after several applications of the gel.  Unfortunately, I found out that it is supposed to work to relieve the pain each time it is used.  It certainly doesn&#039;t do this for me--I may as well be applying lotion for all the good it does me.  It really does nothing at all.

I&#039;m really disappointed, as my pain management doctor just weaned me off of narcotics, so I don&#039;t have anything that helps with the pain at the moment.  I&#039;ll have to go see him again to get something else. It is so frustrating to try to find something that works, since everyone is different.""",negative,26-Jul-10,29
86397,Invokana,"Diabetes, Type 2","""I took this drug for 6 days. On the third day my sugar dropped to 60. On the sixth day it did it again - hypoglycaemic.. take at your own risk!! very bad drug""",negative,9-Nov-17,0
34451,Bystolic,High Blood Pressure,"""Mitral Valve Prolapse - Keeps my heart rate down as I am prone to heart attacks and aneurysms due to the Mitral Valve.""",positive,4-Feb-09,18
125660,Flagyl,Bacterial Infection,"""I was just diagnosed with BV and am now on my 2nd day of meds. Day 1 I felt nauseous and had some headaches, but neither were unbearable. This morning I feel almost as if I&#039;m getting a UTI because its a little uncomfortable to pee and I have the urge to go frequently. I&#039;m hoping this will go away once I&#039;m done with my dosages (2 pills/day). Pills taste a little funky, but like I said nothing unbearable. I may try the cream next time around!""",negative,7-Dec-16,7
228263,Etonogestrel,Birth Control,"""I&#039;ve had the Implanon for a little over a year now. I love it! I have tried every birth control under the sun. The pill, the patch, the ring, and I had managed to find a way to forget, mess up, or skip each one of them. The Implanon has given me so much more freedom. The only side effects I&#039;ve had were a few months where I would bleed a little each day, but after about 6 months I haven&#039;t had another period. I haven&#039;t gained any weight and any moodiness was probably something I would have experienced without all the hormones. I recommend it.""",positive,28-May-09,11
82294,Liraglutide,"Diabetes, Type 2","""A couple of years ago, I was introduced to Victoza and had a horrible experience with it and stopped taking it.  During this time, my doctor instructed me to take it with my Metformin thinking it would help me lose weight.  A couple of years later,  l found that the Metformin was causing me complications. I changed doctors and my new doctor recommended Victoza again.  This time without using Metformin or any other diabetes medication. Reluctantly, I tried it and to my surprise,  I have had great results.  I no longer have cravings for sweets and my appetite has changed drastically. I have zero side effects.    In 3 weeks, I have lost nearly 15 pounds.  In September 2015, I will have my a1c checked again and praying for better A1c.""",positive,4-Jul-15,87
172483,Clonazepam,Anxiety,"""I absolutely love this medication. I am prescribed 1mg 4 times daily and it helps me so much with my anxiety. I was switched from lorazepam to Clonazepam, and the Clonazepam helps so much more than the lorazepam did. It truly helps me get by with everyday life.!""",positive,2-May-16,26
58894,Artane,Extrapyramidal Reaction,"""Relieved neck spasms and akathisia from antipsychotics""",positive,27-Jul-15,7
162713,Cefdinir,Sinusitis,"""I went to a clinic to get treated for my bronchitis and sinuses!  I usually get the Z-pack but this nurse practitioner decided to put me on this antibiotic instead! I am highly allergic to amoxicillin since birth so I can&rsquo;t use that.  I was warned by the pharmacist that this medication has side affects and a 2% chance of having a allergic reaction so I purchased some Benadryl just in case.  The nurse practitioner who prescribed me this med told me it 2x a day for 10 days every 12 hours and eat something with it such as yogurt or a probiotic.  I don&rsquo;t have and side affects like everyone else from the reviews I read! I don&rsquo;t have any headaches! I shall see how it works!""",positive,10-Nov-17,2
104945,Ethinyl estradiol / levonorgestrel,Birth Control,"""Have been on Lybrel for 1 year now and get periods, breakthrough bleeding, spotting and cramps. I used to have a normal 28 day cycle and my period was 5 days, it was very regimented. Now I have periods randomly that last 7 to 10 days. I was hoping to stop my periods but this obviously does not work for me.""",positive,17-Nov-09,21
199358,Depo-Provera,Birth Control,"""I have been on this shot since I was 16, I am now 22... Soo 6 years. I have gained about 20 pounds!!! That is my HUGE complaint about it! It works great! I have never even had a pregnancy scare. My sex drive is very healthy, my mood swings aren&#039;t wild, I do not have a period/spotting or anything. When I first received my first shot I bled for three months straight not heavy but had a period then never again after that! You have to make sure you&#039;re taking a calcium pill everyday! This shot will be my last, since I am wanting to have a child sometime in the next year or two. I was told by my doctor getting pregnant after being on depo will be a challenge.. So overall I gave it a 4 rating because it is effective but the weight gain is horrible""",negative,28-Apr-15,14
158803,Methylphenidate,Depression,"""This medication has helped my depressive mood due to bipolar disorder.  I was severely depressed without energy and suicidal, and this medication helped me get out of that dark hole I was in.""",positive,14-Jul-09,86
68435,Tafinlar,"Melanoma, Metastatic","""Have been on Dabrafenib and Mekinist combined for 2 weeks. Melanomas have reduced in size and blood test results were good. Hoping it continues but it is only early days for me. Nausea, pain, itchiness. Taking antihistamines. Melanomas in spine so pain expected.""",positive,21-Apr-14,8
216347,Sildenafil,Erectile Dysfunction,"""I&#039;m 66 and on a fixed income so Viagra is, for the most part, out of the question at almost $40 a pill. There is no generic here in the US so i got curious and looked up Viagra on a few of the Rx websites. The one common thread in all the descriptions of Viagra was that the active ingredient is sildenafil. I ran to the urologist&#039;s office and got a script for sildenafil. Even he wasn&#039;t sure it was the active ingredient in Viagra. Well, to say the least, my wife is now two very happy women. I reported the results back to my urologist and he thanked me and said he would be suggesting it to all his patients who are taking Viagra.""",positive,30-Jan-17,14
187361,Orencia,Rheumatoid Arthritis,"""I have had 11 Orencia injections now and have found the drug to be extremely beneficial for myself. Overall there has been a marked improvement with my rheumatoid arthritis.  The infusion actually works up until the last few days and then I experience an increase in aching, swelling and pain.  In comparison to all other drugs, and believe me I have tried just about all of them, this has been a &#039;wonder drug&#039;. For approximately three days after having the injection, I experience extreme tiredness, but once that passes, I am able to return to work and carry out normal everyday activities; e.g housework and gardening.  Prior to this medication I was unable to do general gardening.  """,positive,16-Feb-09,144
208260,Oseltamivir,Influenza,"""I was prescribed Tamiflu for the obvious reason, to lessen the duration of my flu symptoms. WORST MISTAKE EVER. The nausea was the worst I have ever experienced.   The vomiting was worse than just puking on the flu itself. The nausea and vomiting lasted about 4-5 hours after taking Tamiflu. I would never waste my money on this drug again.""",negative,26-Apr-16,8
123254,Apri,Birth Control,"""This pill is overall good. It made me have perfect skin, lighter and shorter periods etc. It also made my breasts grow two sizes and they would be very tender a lot of the time. But the bad outweighed the good. I was very moody, when I was PMSing people couldn&#039;t be around me. It made me cry over everything. Also, I couldn&#039;t drink! Even after one shot, or a glass of wine I would feel very nauseous and immediately throw up. I didn&#039;t think it was the pill at first, I was on it for over a year, but then when I got off of the pill I was able to drink again normally and wouldn&#039;t throw up at all...so I had an alcohol intolerance because of the pill.""",positive,2-Dec-16,4
47349,Flonase,Rhinitis,"""Works for me!  I spent a full year with horrible headaches, ear pain, fullness, ringing.  I told the doctor my face hurt, my head hurt, my NOSE hurt!  I finally ended up with a sinus infection, antibiotics, and it all went away for a while, but when it came back, I went back to the doctor and told her my infection was back....she said no, I think you have allergies.  Claritin, Flonase, give it a month and see if you feel better...and I did!  I added saline nasal spray and a humidifier to keep nasal tissue moist, and I&#039;m down to 2-3 headaches a week at high pollen season, ears mostly behave themselves.  Inside my nose will get sore and dry if I forget the saline, but otherwise no side effects.  Thanks Flonase!""",positive,4-Jun-14,68
164395,Diclofenac,Migraine,"""Really did the trick for my migraine with no side effects.  Tastes terrible but I&#039;ll take that over a migraine any day!""",positive,9-Jul-16,15
167374,Levonorgestrel,Birth Control,"""I had gottten my skyla put in about a month ago, and i have yet to stop being in pain. The insertion was painful but I thought it would eventually ease up do to just getting it put in. Lets keep in mind i am 17 and I have never had a kid. But ever since I got the skyla I have been on a non stop period and been having cramps such as feeling like im being stabbed in the uterus and in the back by knifes it was completely aweful I have chosen to get it removed and I don&#039;t recommend it.""",positive,30-Mar-16,4
78395,Lyza,Birth Control,"""I do not like Lyza. Been making me gain weight and I haven&#039;t had my period in 2 months . And I KNOW I&#039;m not pregnant because I haven&#039;t had sex in like 6-7 months.""",negative,18-May-17,3
230891,Milnacipran,ibromyalgia,"""This is a tough one. I&#039;ve been taking Savella for not quite a year. I have no known side effects, taking twice daily x 50mgs other than slight drying but I take other meds that also could be suspect. 
Here&#039;s my report. It mainly helped take the stiffness, pins and needles out of my knuckles in my hands for months BUT know that is coming back. I think my body is getting used to it and its not working any longer, at least not as well. My Doc and I talked about going to 100 mgs but have not. 
I still have to take Vicoprofen for my Fibromyalgia. Nothing else takes the overall tiredness and pain away like that. 
Even though its not my miracle drug I like it enough to pay my $45 monthly script for it.""",negative,30-May-13,76
8625,Zolpidem,Insomnia,"""After having an accident at work a few years ago I wasn&#039;t falling asleep until the sun came up because of chronic pain.  My muscle relaxers and pain medicines were no longer giving me enough relief to sleep at night so my doctor put me on Ambien CR.  After about 2 weeks I had to stop taking it because I was hallucinating, I was suffering from severe anxiety, I had tremors, I don&#039;t have enough room here to list everything.  I am now on Restoril and I don&#039;t have any side effects at all.""",negative,8-Apr-10,16
27793,Lexapro,Anxiety,"""I have suffered from Anxiety and Panic attacks since my 20&#039;s sporadically. Now in my 40&#039;s recurrence has significantly increased due to a series of personal events to a point that I was starting to be afraid of being alone.  I was hesitant to initiate medication but 3 weeks into it I feel the best I have felt in a long time. The first two weeks are tough, with nausea, dizzyness and headaches but it is worth it.""",positive,28-Feb-17,51
187636,Tegretol XR,Trigeminal Neuralgia,"""Makes me nauseated""",positive,30-Nov-17,1
